pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
HD 3167 b,HD 3167,1,4,0,0.95965428,0.00000030,-0.00000029,0,1.627,0.083,-0.058,0,4.73000,0.28000,-0.29000,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0
HD 3167 c,HD 3167,1,4,0,29.84649480,0.00001570,-0.00001540,0,2.923,0.098,-0.109,0,10.67000,0.85000,-0.81000,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0
HD 3167 d,HD 3167,1,4,0,8.47830000,0.00250000,-0.00250000,0,2.090,,,0,5.03000,0.50000,-0.50000,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0
HD 3167 e,HD 3167,1,4,0,102.09000000,0.52000000,-0.50000000,0,3.090,,,0,9.74000,1.20000,-1.15000,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0
HD 37124 b,HD 37124,1,3,0,154.37800000,0.08900000,-0.08900000,0,14.000,,,0,214.53525,5.40311,-5.40311,0,0.95,0.02,-0.02,0,0.85,,,0
HD 37124 c,HD 37124,1,3,0,885.50000000,5.10000000,-5.10000000,0,14.100,,,0,207.22516,16.52716,-16.52716,0,0.95,0.02,-0.02,0,0.85,,,0
HD 37124 d,HD 37124,1,3,0,1862.00000000,38.00000000,-38.00000000,0,14.000,,,0,221.20968,18.75197,-18.75197,0,0.95,0.02,-0.02,0,0.85,,,0
HD 3765 b,HD 3765,1,1,0,1211.00000000,15.00000000,-16.00000000,0,8.560,,,0,54.98431,4.44960,-4.13177,0,0.83,0.02,-0.02,0,0.85,0.03,-0.03,0
K2-270 b,K2-270,1,2,0,1.54306900,0.00018900,-0.00018500,0,1.380,0.110,-0.110,0,2.48000,,,0,0.77,0.01,-0.01,0,0.85,0.02,-0.02,0
K2-270 c,K2-270,1,2,0,4.40002800,0.00016900,-0.00017800,0,2.950,0.160,-0.160,0,9.01000,,,0,0.77,0.01,-0.01,0,0.85,0.02,-0.02,0
K2-372 b,K2-372,1,1,0,9.84407700,0.00056500,-0.00057500,0,2.945,0.077,-0.075,0,8.98000,,,0,0.92,0.02,-0.02,0,0.85,0.10,-0.09,0
K2-53 b,K2-53,1,1,0,12.20772000,0.00012300,-0.00011300,0,2.600,0.100,-0.100,0,7.27000,,,0,0.81,0.02,-0.01,0,0.85,0.03,-0.04,0
Kepler-1064 b,Kepler-1064,1,1,0,16.54080322,0.00004111,-0.00004111,0,1.550,0.070,-0.050,0,3.02000,,,0,0.79,0.02,-0.02,0,0.85,0.03,-0.03,0
Kepler-1164 b,Kepler-1164,1,1,0,3.97599768,0.00001086,-0.00001086,0,1.120,0.040,-0.070,0,1.46000,,,0,0.79,0.02,-0.02,0,0.85,0.03,-0.04,0
Kepler-1191 b,Kepler-1191,1,1,0,5.60014851,0.00001909,-0.00001909,0,1.510,0.130,-0.110,0,2.89000,,,0,0.81,0.06,-0.06,0,0.85,0.05,-0.05,0
Kepler-1214 b,Kepler-1214,1,1,0,18.82634264,0.00008784,-0.00008784,0,2.360,0.190,-0.110,0,6.17000,,,0,0.80,0.04,-0.03,0,0.85,0.03,-0.04,0
Kepler-1301 b,Kepler-1301,1,1,0,9.08237046,0.00004331,-0.00004331,0,1.400,0.130,-0.080,0,2.54000,,,0,0.81,0.05,-0.04,0,0.85,0.04,-0.04,0
Kepler-1304 b,Kepler-1304,1,1,0,16.12888530,0.00011910,-0.00011910,0,2.290,0.190,-0.530,0,5.86000,,,0,0.81,0.05,-0.05,0,0.85,0.04,-0.05,0
Kepler-1309 b,Kepler-1309,1,1,0,28.84326470,0.00026520,-0.00026520,0,2.370,0.200,-0.200,0,6.21000,,,0,0.80,0.06,-0.05,0,0.85,0.05,-0.05,0
Kepler-1374 b,Kepler-1374,1,1,0,10.65276707,0.00005294,-0.00005294,0,2.290,0.200,-0.180,0,5.86000,,,0,0.81,0.06,-0.06,0,0.85,0.05,-0.06,0
Kepler-1480 b,Kepler-1480,2,1,0,22.12679948,0.00009372,-0.00009372,0,1.670,0.110,-0.080,0,3.43000,,,0,0.81,0.04,-0.03,0,0.85,0.04,-0.04,0
Kepler-1504 b,Kepler-1504,1,1,0,82.30400300,0.00159300,-0.00159300,0,2.130,0.230,-0.190,0,5.18000,,,0,0.81,0.08,-0.07,0,0.85,0.06,-0.06,0
Kepler-1552 b,Kepler-1552,1,1,0,184.77185300,0.00154600,-0.00154600,0,2.470,0.110,-0.100,0,6.66000,,,0,0.78,0.02,-0.02,0,0.85,0.03,-0.04,0
Kepler-1553 b,Kepler-1553,1,1,0,4.24261881,0.00002781,-0.00002781,0,1.150,0.100,-0.090,0,1.60000,,,0,0.81,0.06,-0.05,0,0.85,0.04,-0.05,0
Kepler-1643 b,Kepler-1643,1,1,0,5.34265700,0.00001010,-0.00001010,0,2.320,0.130,-0.130,0,5.99000,,,0,0.86,0.04,-0.04,0,0.85,0.03,-0.03,0
Kepler-1718 b,Kepler-1718,1,1,0,135.18800350,,,0,2.569,,,0,7.12000,,,0,0.91,0.12,-0.08,0,0.85,0.07,-0.05,0
Kepler-1793 b,Kepler-1793,1,1,0,8.77999973,,,0,3.790,,,0,13.80000,,,0,0.76,0.11,-0.06,0,0.85,0.07,-0.09,0
Kepler-181 b,Kepler-181,1,2,0,3.13787300,0.00001300,-0.00001300,0,1.270,0.620,-0.620,0,2.15000,,,0,0.75,0.37,-0.37,0,0.85,0.03,-0.03,0
Kepler-181 c,Kepler-181,1,2,0,4.30214900,0.00000800,-0.00000800,0,1.990,0.980,-0.980,0,4.62000,,,0,0.75,0.37,-0.37,0,0.85,0.03,-0.03,0
Kepler-1865 b,Kepler-1865,1,1,0,2.52400994,,,0,1.577,,,0,3.11000,,,0,0.87,0.18,-0.10,0,0.85,0.10,-0.07,0
Kepler-1892 b,Kepler-1892,1,1,0,6.33123016,,,0,1.837,,,0,4.03000,,,0,0.76,0.13,-0.06,0,0.85,0.08,-0.10,0
Kepler-1935 b,Kepler-1935,1,1,0,3.95140004,,,0,2.503,,,0,6.82000,,,0,0.90,0.22,-0.12,0,0.85,0.11,-0.07,0
Kepler-1942 b,Kepler-1942,1,1,0,4.62604999,,,0,2.117,,,0,5.13000,,,0,0.80,0.21,-0.07,0,0.85,0.10,-0.09,0
Kepler-196 b,Kepler-196,1,3,0,20.73988600,0.00006600,-0.00006600,0,1.900,0.150,-0.150,0,4.27000,,,0,0.78,0.06,-0.06,0,0.85,0.03,-0.04,0
Kepler-196 c,Kepler-196,1,3,0,47.42773700,0.00022300,-0.00022300,0,2.240,0.170,-0.170,0,5.65000,,,0,0.78,0.06,-0.06,0,0.85,0.03,-0.04,0
Kepler-233 b,Kepler-233,1,2,0,8.47238200,0.00002600,-0.00002600,0,2.430,0.660,-0.660,0,6.48000,,,0,0.76,0.21,-0.21,0,0.85,0.02,-0.02,0
Kepler-233 c,Kepler-233,1,2,0,60.41895500,0.00063000,-0.00063000,0,2.710,0.780,-0.780,0,7.80000,,,0,0.76,0.21,-0.21,0,0.85,0.02,-0.02,0
Kepler-253 b,Kepler-253,1,3,0,3.78398600,0.00001700,-0.00001700,0,1.630,0.670,-0.670,0,3.29000,,,0,0.79,0.32,-0.32,0,0.85,0.04,-0.04,0
Kepler-253 c,Kepler-253,1,3,0,10.28195100,0.00003200,-0.00003200,0,2.650,1.110,-1.110,0,7.51000,,,0,0.79,0.32,-0.32,0,0.85,0.04,-0.04,0
Kepler-253 d,Kepler-253,1,3,0,18.11986900,0.00006600,-0.00006600,0,3.170,1.300,-1.300,0,10.20000,,,0,0.79,0.32,-0.32,0,0.85,0.04,-0.04,0
Kepler-257 b,Kepler-257,1,3,0,2.38266700,0.00000600,-0.00000600,0,2.610,1.310,-1.310,0,7.32000,,,0,1.04,0.52,-0.52,0,0.85,0.04,-0.04,0
Kepler-257 c,Kepler-257,1,3,0,6.58148400,0.00000800,-0.00000800,0,5.410,2.720,-2.720,0,25.20000,,,0,1.04,0.52,-0.52,0,0.85,0.04,-0.04,0
Kepler-257 d,Kepler-257,1,3,0,24.66455100,0.00005100,-0.00005100,0,4.950,2.480,-2.480,0,21.70000,,,0,1.04,0.52,-0.52,0,0.85,0.04,-0.04,0
Kepler-292 b,Kepler-292,1,5,0,2.58082700,0.00002000,-0.00002000,0,1.320,0.140,-0.140,0,2.30000,,,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0
Kepler-292 c,Kepler-292,1,5,0,3.71533500,0.00003300,-0.00003300,0,1.470,0.150,-0.150,0,2.76000,,,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0
Kepler-292 d,Kepler-292,1,5,0,7.05567900,0.00004300,-0.00004300,0,2.230,0.210,-0.210,0,5.60000,,,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0
Kepler-292 e,Kepler-292,1,5,0,11.97901000,0.00010100,-0.00010100,0,2.670,0.350,-0.350,0,7.61000,,,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0
Kepler-292 f,Kepler-292,1,5,0,20.83423700,0.00018400,-0.00018400,0,2.350,0.220,-0.220,0,6.12000,,,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0
Kepler-305 d,Kepler-305,1,4,0,16.73866100,0.00014500,-0.00014500,0,2.710,0.410,-0.410,0,9.10000,6.10000,-3.80000,0,0.79,0.05,-0.05,0,0.85,0.03,-0.04,0
Kepler-326 b,Kepler-326,1,3,0,2.24832900,0.00000400,-0.00000400,0,1.520,0.160,-0.160,0,44.60000,47.70000,-33.30000,0,0.80,0.05,-0.05,0,0.85,0.03,-0.04,0
Kepler-326 c,Kepler-326,1,3,0,4.58035800,0.00001000,-0.00001000,0,1.400,0.100,-0.100,0,17.40000,15.40000,-10.70000,0,0.80,0.05,-0.05,0,0.85,0.03,-0.04,0
Kepler-326 d,Kepler-326,1,3,0,6.76688800,0.00002300,-0.00002300,0,1.210,0.090,-0.090,0,6.90000,8.50000,-5.90000,0,0.80,0.05,-0.05,0,0.85,0.03,-0.04,0
Kepler-396 b,Kepler-396,1,2,0,42.99400000,,,0,3.500,1.280,-0.650,0,75.50000,11.80000,-5.80000,0,1.06,0.39,-0.20,0,0.85,0.13,-0.06,0
Kepler-396 c,Kepler-396,1,2,0,88.50500000,,,0,5.300,1.950,-0.990,0,17.90000,2.80000,-1.30000,0,1.06,0.39,-0.20,0,0.85,0.13,-0.06,0
Kepler-423 b,Kepler-423,1,1,0,2.68432850,0.00000007,-0.00000007,0,13.361,0.583,-0.583,0,189.10100,25.74300,-25.74300,0,0.95,0.04,-0.04,0,0.85,0.04,-0.04,0
Kepler-454 b,Kepler-454,2,2,0,10.57000000,0.00000007,-0.00000007,0,2.354,0.224,-0.224,0,6.05338,1.51018,-1.51018,0,1.05,0.07,-0.07,0,0.85,0.22,-0.22,0
Kepler-472 b,Kepler-472,1,1,0,4.17625551,0.00000184,-0.00000184,0,3.220,0.130,-0.280,0,10.50000,,,0,0.78,0.02,-0.01,0,0.85,0.03,-0.03,0
Kepler-478 b,Kepler-478,1,1,0,13.22175760,0.00001390,-0.00001390,0,2.710,0.090,-0.330,0,7.80000,,,0,0.80,0.03,-0.02,0,0.85,0.03,-0.04,0
Kepler-558 b,Kepler-558,1,1,0,29.00790538,0.00008906,-0.00008906,0,2.370,0.170,-0.140,0,6.21000,,,0,0.81,0.05,-0.05,0,0.85,0.04,-0.05,0
Kepler-601 b,Kepler-601,1,1,0,5.37886844,0.00000727,-0.00000727,0,1.900,0.270,-0.180,0,4.27000,,,0,0.79,0.02,-0.02,0,0.85,0.03,-0.03,0
Kepler-614 b,Kepler-614,1,1,0,14.03491514,0.00002597,-0.00002597,0,2.390,0.200,-0.170,0,6.30000,,,0,0.81,0.07,-0.05,0,0.85,0.05,-0.05,0
Kepler-636 b,Kepler-636,2,1,0,16.08066115,0.00000560,-0.00000560,0,4.450,0.140,-0.130,0,18.10000,,,0,0.80,0.02,-0.02,0,0.85,0.03,-0.04,0
Kepler-734 b,Kepler-734,1,1,0,6.10485286,0.00000289,-0.00000289,0,3.560,0.140,-0.130,0,12.40000,,,0,0.78,0.03,-0.03,0,0.85,0.03,-0.04,0
Kepler-735 b,Kepler-735,1,1,0,11.51516988,0.00001516,-0.00001516,0,2.950,0.160,-0.120,0,9.01000,,,0,0.80,0.04,-0.03,0,0.85,0.03,-0.04,0
Kepler-800 b,Kepler-800,1,1,0,14.13176026,0.00004273,-0.00004273,0,2.850,0.340,-0.260,0,8.50000,,,0,0.82,0.06,-0.06,0,0.85,0.04,-0.05,0
Kepler-837 b,Kepler-837,1,1,0,16.56059504,0.00004293,-0.00004293,0,2.560,0.220,-0.430,0,7.08000,,,0,0.81,0.07,-0.07,0,0.85,0.05,-0.06,0
Kepler-841 b,Kepler-841,1,1,0,124.41983980,0.00033100,-0.00033100,0,5.230,0.410,-0.360,0,23.80000,,,0,0.81,0.06,-0.06,0,0.85,0.04,-0.05,0
Kepler-877 b,Kepler-877,1,1,0,18.45847097,0.00004779,-0.00004779,0,2.120,0.140,-0.270,0,5.14000,,,0,0.81,0.05,-0.05,0,0.85,0.04,-0.05,0
Kepler-916 b,Kepler-916,1,1,0,32.29687980,0.00024890,-0.00024890,0,1.760,0.140,-0.130,0,3.75000,,,0,0.81,0.05,-0.04,0,0.85,0.04,-0.05,0
TOI-1272 b,TOI-1272,1,2,0,3.31599000,0.00002000,-0.00002000,0,4.140,0.210,-0.210,0,24.60000,2.30000,-2.30000,0,0.79,0.03,-0.03,0,0.85,0.05,-0.05,0
TOI-1272 c,TOI-1272,1,2,0,8.68900000,0.00800000,-0.00800000,0,5.590,,,0,26.70000,3.10000,-3.10000,0,0.79,0.03,-0.03,0,0.85,0.05,-0.05,0
TOI-421 b,TOI-421,2,2,0,5.19672000,0.00049000,-0.00049000,0,2.680,0.190,-0.180,0,7.17000,0.66000,-0.66000,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0
TOI-421 c,TOI-421,2,2,0,16.06819000,0.00035000,-0.00035000,0,5.090,0.160,-0.150,0,16.42000,1.06000,-1.04000,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0
WASP-45 b,WASP-45,2,1,0,3.12608900,0.00000300,-0.00000300,0,10.604,0.650,-0.572,0,306.38812,18.43414,-17.79848,0,0.86,0.04,-0.04,0,0.85,0.08,-0.07,0
HATS-44 b,HATS-44,1,1,0,2.74390040,0.00000320,-0.00000320,0,11.960,1.401,-0.796,0,177.98480,34.96130,-34.96130,0,0.85,0.04,-0.04,0,0.86,0.02,-0.02,0
HD 18599 b,HD 18599,2,1,0,4.13743540,0.00000360,-0.00000370,0,2.600,0.150,-0.130,0,24.10000,7.10000,-7.70000,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0
HD 25015 b,HD 25015,1,1,0,6134.42699930,618.42582502,-506.67463269,0,12.500,,,0,2866.32778,388.44578,-558.26624,0,0.83,0.04,-0.04,0,0.86,0.10,-0.10,0
HD 69830 b,HD 69830,1,3,0,8.66700000,0.00300000,-0.00300000,0,3.170,,,0,10.20000,,,0,0.89,0.02,-0.02,0,0.86,0.03,-0.03,0
HD 69830 c,HD 69830,1,3,0,31.56000000,0.04000000,-0.04000000,0,3.460,,,0,11.80000,,,0,0.89,0.02,-0.02,0,0.86,0.03,-0.03,0
HD 69830 d,HD 69830,1,3,0,197.00000000,3.00000000,-3.00000000,0,4.450,,,0,18.10000,,,0,0.89,0.02,-0.02,0,0.86,0.03,-0.03,0
K2-114 b,K2-114,1,1,0,11.39093110,0.00000340,-0.00000340,0,10.447,0.347,-0.347,0,638.83510,38.13941,-38.13941,0,0.82,0.02,-0.02,0,0.86,0.04,-0.03,0
K2-182 b,K2-182,1,1,0,4.73696830,0.00000230,-0.00000230,0,2.690,0.070,-0.050,0,20.00000,5.00000,-5.00000,0,0.79,0.01,-0.01,0,0.86,0.02,-0.02,0
K2-200 b,K2-200,1,1,0,2.84988300,0.00018800,-0.00018000,0,1.364,0.143,-0.105,0,2.43000,,,0,0.79,0.02,-0.02,0,0.86,0.02,-0.03,0
K2-244 b,K2-244,1,1,0,21.06884000,0.00320000,-0.00325000,0,1.750,0.130,-0.100,0,3.71000,,,0,0.92,0.02,-0.01,0,0.86,0.02,-0.02,0
K2-272 b,K2-272,1,1,0,14.45367560,0.00002430,-0.00002400,0,3.130,0.380,-0.210,0,9.96000,,,0,0.83,0.03,-0.03,0,0.86,0.05,-0.05,0
K2-336 b,K2-336,1,1,0,21.19473300,0.00010800,-0.00010700,0,1.220,0.090,-0.050,0,1.98000,,,0,0.80,0.01,-0.01,0,0.86,0.03,-0.05,0
K2-379 b,K2-379,1,1,0,8.77724700,0.00062500,-0.00061100,0,2.181,0.363,-0.198,0,5.40000,,,0,0.75,0.06,-0.05,0,0.86,0.38,-0.27,0
KOI-3503 b,KOI-3503,1,2,0,21.18500000,,,0,1.190,0.240,-0.190,0,9.20000,,,1,1.25,0.03,-0.03,0,0.86,0.02,-0.02,0
KOI-3503 c,KOI-3503,1,2,0,31.82800000,,,0,1.210,0.280,-0.090,0,10.36000,,,1,1.25,0.03,-0.03,0,0.86,0.02,-0.02,0
Kepler-1010 b,Kepler-1010,1,1,0,34.26857050,0.00011810,-0.00011810,0,2.320,0.440,-0.180,0,5.99000,,,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0
Kepler-1045 b,Kepler-1045,1,1,0,26.41045478,0.00007194,-0.00007194,0,2.690,0.210,-0.160,0,7.70000,,,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0
Kepler-1071 b,Kepler-1071,1,1,0,6.17998440,0.00001367,-0.00001367,0,2.380,0.070,-0.140,0,6.26000,,,0,0.81,0.03,-0.03,0,0.86,0.03,-0.04,0
Kepler-1090 b,Kepler-1090,1,2,0,198.68017900,0.00217600,-0.00217600,0,2.250,0.210,-0.170,0,5.69000,,,0,0.82,0.07,-0.05,0,0.86,0.05,-0.05,0
Kepler-1107 b,Kepler-1107,1,1,0,0.57103852,0.00000042,-0.00000042,0,1.340,0.100,-0.080,0,2.36000,,,0,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0
Kepler-1173 b,Kepler-1173,1,1,0,0.76985360,0.00000120,-0.00000120,0,0.890,0.230,-0.070,0,0.64000,,,0,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0
Kepler-1192 b,Kepler-1192,1,1,0,25.20347870,0.00012780,-0.00012780,0,2.360,0.240,-0.220,0,6.17000,,,0,0.83,0.08,-0.07,0,0.86,0.05,-0.07,0
Kepler-1236 b,Kepler-1236,1,1,0,31.05716180,0.00025080,-0.00025080,0,2.140,0.180,-0.220,0,5.22000,,,0,0.82,0.07,-0.05,0,0.86,0.05,-0.05,0
Kepler-1245 b,Kepler-1245,1,2,0,4.35409304,0.00001933,-0.00001933,0,1.440,0.120,-0.100,0,2.67000,,,0,0.83,0.06,-0.05,0,0.86,0.04,-0.04,0
Kepler-1245 c,Kepler-1245,1,2,0,2.93658468,0.00000840,-0.00000840,0,1.440,0.130,-0.080,0,2.67000,,,0,0.83,0.06,-0.05,0,0.86,0.04,-0.04,0
Kepler-1247 b,Kepler-1247,1,1,0,13.71220213,0.00006363,-0.00006363,0,2.330,0.210,-0.160,0,6.04000,,,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0
Kepler-1302 b,Kepler-1302,1,1,0,8.83922659,0.00005866,-0.00005866,0,1.430,0.150,-0.090,0,2.63000,,,0,0.82,0.06,-0.04,0,0.86,0.04,-0.04,0
Kepler-1377 b,Kepler-1377,1,1,0,0.74092842,0.00000185,-0.00000185,0,1.250,0.090,-0.080,0,2.10000,,,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0
Kepler-1467 b,Kepler-1467,1,1,0,47.05690430,0.00018350,-0.00018350,0,3.300,0.310,-0.250,0,10.90000,,,0,0.82,0.07,-0.06,0,0.86,0.06,-0.06,0
Kepler-148 b,Kepler-148,1,3,0,1.72936600,0.00000400,-0.00000400,0,1.800,0.870,-0.870,0,3.89000,,,0,0.85,0.41,-0.41,0,0.86,0.04,-0.04,0
Kepler-148 c,Kepler-148,1,3,0,4.18004300,0.00000400,-0.00000400,0,3.600,1.760,-1.760,0,12.60000,,,0,0.85,0.41,-0.41,0,0.86,0.04,-0.04,0
Kepler-148 d,Kepler-148,1,3,0,51.84688575,0.00002570,-0.00002570,0,8.680,0.520,-0.420,0,56.30000,,,0,0.81,0.05,-0.04,0,0.86,0.04,-0.04,0
Kepler-1498 b,Kepler-1498,1,1,0,48.05140500,0.00093310,-0.00093310,0,1.330,0.110,-0.090,0,2.33000,,,0,0.81,0.05,-0.04,0,0.86,0.04,-0.04,0
Kepler-1541 b,Kepler-1541,1,1,0,8.40691199,0.00002698,-0.00002698,0,1.160,0.100,-0.080,0,1.65000,,,0,0.81,0.06,-0.04,0,0.86,0.04,-0.04,0
Kepler-1559 b,Kepler-1559,1,1,0,0.97191543,0.00000379,-0.00000379,0,0.720,0.070,-0.050,0,0.29900,,,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0
Kepler-1600 b,Kepler-1600,1,2,0,386.37054800,0.00859100,-0.00859100,0,3.130,0.280,-0.170,0,9.96000,,,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0
Kepler-1605 b,Kepler-1605,1,1,0,85.75654950,0.00061610,-0.00061610,0,1.080,0.090,-0.080,0,1.28000,,,0,0.82,0.06,-0.05,0,0.86,0.04,-0.04,0
Kepler-161 b,Kepler-161,1,2,0,4.92135500,0.00000600,-0.00000600,0,2.120,0.140,-0.140,0,12.10000,7.40000,-6.30000,0,0.81,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-161 c,Kepler-161,1,2,0,7.06424000,0.00001100,-0.00001100,0,2.050,0.150,-0.150,0,11.80000,10.50000,-7.50000,0,0.81,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-1739 b,Kepler-1739,1,1,0,7.34370995,,,0,2.431,,,0,6.48000,,,0,0.76,0.17,-0.06,0,0.86,0.09,-0.10,0
Kepler-1753 b,Kepler-1753,1,1,0,16.00460052,,,0,2.227,,,0,5.59000,,,0,0.77,0.11,-0.06,0,0.86,0.06,-0.09,0
Kepler-1815 b,Kepler-1815,1,1,0,12.19139957,,,0,2.749,,,0,7.99000,,,0,0.97,0.26,-0.16,0,0.86,0.12,-0.07,0
Kepler-1889 b,Kepler-1889,1,1,0,37.30369949,,,0,2.944,,,0,8.98000,,,0,0.82,0.20,-0.09,0,0.86,0.10,-0.09,0
Kepler-1895 b,Kepler-1895,1,1,0,6.07029009,,,0,2.119,,,0,5.14000,,,0,0.76,0.10,-0.05,0,0.86,0.05,-0.09,0
Kepler-1897 b,Kepler-1897,1,1,0,24.22030067,,,0,2.814,,,0,8.32000,,,0,0.76,0.12,-0.06,0,0.86,0.06,-0.09,0
Kepler-190 b,Kepler-190,1,2,0,2.01999900,0.00000300,-0.00000300,0,1.560,0.110,-0.110,0,3.05000,,,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-190 c,Kepler-190,1,2,0,3.76302400,0.00000900,-0.00000900,0,1.460,0.100,-0.100,0,2.73000,,,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-197 b,Kepler-197,2,4,0,5.59930800,0.00002300,-0.00002300,0,1.020,0.040,-0.040,0,1.04000,,,0,1.12,0.03,-0.03,0,0.86,0.04,-0.04,0
Kepler-197 c,Kepler-197,2,4,0,10.34969500,0.00004500,-0.00004500,0,1.230,0.040,-0.040,0,5.30000,3.30000,-2.90000,0,1.12,0.03,-0.03,0,0.86,0.04,-0.04,0
Kepler-197 d,Kepler-197,2,4,0,15.67756300,0.00009600,-0.00009600,0,1.220,0.100,-0.100,0,1.98000,,,0,1.12,0.03,-0.03,0,0.86,0.04,-0.04,0
Kepler-197 e,Kepler-197,2,4,0,25.20971500,0.00038700,-0.00038700,0,0.910,0.040,-0.040,0,0.69300,,,0,1.12,0.03,-0.03,0,0.86,0.04,-0.04,0
Kepler-245 b,Kepler-245,1,4,0,7.49019000,0.00001900,-0.00001900,0,2.570,0.180,-0.180,0,7.13000,,,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-245 c,Kepler-245,1,4,0,17.46081200,0.00007600,-0.00007600,0,2.180,0.170,-0.170,0,225.60000,61.30000,-36.50000,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-245 d,Kepler-245,1,4,0,36.27710800,0.00017300,-0.00017300,0,3.030,0.210,-0.210,0,21.60000,16.60000,-12.10000,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-245 e,Kepler-245,1,4,0,3.21982106,0.00000474,-0.00000474,0,1.750,0.080,-0.060,0,3.71000,,,0,0.80,0.02,-0.02,0,0.86,0.03,-0.03,0
Kepler-272 b,Kepler-272,1,3,0,2.97135300,0.00001700,-0.00001700,0,1.430,0.770,-0.770,0,78.00000,93.80000,-66.90000,0,0.93,0.50,-0.50,0,0.86,0.06,-0.03,0
Kepler-272 c,Kepler-272,1,3,0,6.05734200,0.00003700,-0.00003700,0,1.790,0.960,-0.960,0,97.80000,55.50000,-33.90000,0,0.93,0.50,-0.50,0,0.86,0.06,-0.03,0
Kepler-272 d,Kepler-272,1,3,0,10.93730400,0.00007300,-0.00007300,0,2.250,1.220,-1.220,0,5.69000,,,0,0.93,0.50,-0.50,0,0.86,0.06,-0.03,0
Kepler-317 b,Kepler-317,1,2,0,5.52424200,0.00002700,-0.00002700,0,2.090,0.960,-0.960,0,109.80000,113.60000,-95.90000,0,0.94,0.43,-0.43,0,0.86,0.06,-0.03,0
Kepler-317 c,Kepler-317,1,2,0,8.77501000,0.00011300,-0.00011300,0,1.720,0.790,-0.790,0,3.61000,,,0,0.94,0.43,-0.43,0,0.86,0.06,-0.03,0
Kepler-390 b,Kepler-390,2,2,0,6.73808800,0.00006700,-0.00006700,0,0.820,0.070,-0.070,0,0.47700,,,0,0.78,0.05,-0.05,0,0.86,0.03,-0.04,0
Kepler-390 c,Kepler-390,2,2,0,13.06002200,0.00025700,-0.00025700,0,0.790,0.080,-0.080,0,0.41800,,,0,0.78,0.05,-0.05,0,0.86,0.03,-0.04,0
Kepler-475 b,Kepler-475,1,1,0,3.10550819,0.00000104,-0.00000104,0,2.490,0.050,-0.180,0,6.76000,,,0,0.79,0.02,-0.01,0,0.86,0.03,-0.03,0
Kepler-479 b,Kepler-479,1,1,0,12.49341307,0.00001360,-0.00001360,0,2.120,0.090,-0.070,0,5.14000,,,0,0.81,0.03,-0.02,0,0.86,0.03,-0.04,0
Kepler-495 b,Kepler-495,1,2,0,3.41303622,0.00000060,-0.00000060,0,5.230,0.420,-0.340,0,23.80000,,,0,0.83,0.07,-0.05,0,0.86,0.04,-0.05,0
Kepler-496 b,Kepler-496,1,1,0,8.30864937,0.00001090,-0.00001090,0,2.320,0.190,-0.140,0,5.99000,,,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0
Kepler-656 b,Kepler-656,1,1,0,1.26025909,0.00000066,-0.00000066,0,3.120,0.210,-0.340,0,9.91000,,,0,0.82,0.05,-0.05,0,0.86,0.04,-0.04,0
Kepler-663 b,Kepler-663,1,1,0,4.99678284,0.00001448,-0.00001448,0,2.600,0.200,-0.160,0,7.27000,,,0,0.82,0.06,-0.04,0,0.86,0.04,-0.04,0
